,label,day,month,time_of_day,treatment,drying_cycle,ftime,time,rep,dar,fdar,flux,swc,ts,ta,date_time
297,24,7,2,pm,NPK,2,6,6,5,3,3,0.69402,0.33752,13.74111333,14.45431667,2/7/24 16:52
298,25,7,2,pm,NPK,2,6,6,5,3,3,0.66237,0.31884,13.84611,14.67820333,2/7/24 16:57
299,1,30,7,am,Disturbance,4,13,13,1,1,1,1.60912,0.28734,22.52388667,22.61233,16:02.7
300,2,30,7,am,NPK,4,13,13,1,1,1,1.412636667,0.29984,23.28222333,23.25198667,7/30/24 8:22
301,3,30,7,am,NPK,4,13,13,1,1,1,2.20202,0.313033333,23.8,22.82460333,27:58.7
302,4,30,7,am,Control,4,13,13,1,1,1,1.665196667,0.313033333,24.45333333,23.62389333,34:37.3
303,5,30,7,am,NPK+Disturbance,4,13,13,1,1,1,0.83874,0.34589,25.23166667,24.08883333,7/30/24 8:47
304,6,30,7,am,NPK+Disturbance,4,13,13,2,1,1,2.30057,0.31534,25.3,24.20193333,53:13.7
305,7,30,7,am,Control,4,13,13,2,1,1,2.41149,0.301996667,26.09833333,24.35011667,7/30/24 9:00
306,8,30,7,am,Disturbance,4,13,13,2,1,1,1.41697,0.28509,25.9,25.13579,06:07.7
307,9,30,7,am,NPK,4,13,13,2,1,1,2.896103333,0.235076667,26.1,24.87085333,7/30/24 9:12
308,10,30,7,am,NPK,4,13,13,2,1,1,2.10917,0.33956,26.60833333,25.05926,25:23.3
309,11,30,7,am,NPK,4,13,13,3,1,1,3.181653333,0.33161,26.4,25.17999,7/30/24 9:31
310,12,30,7,am,Disturbance,4,13,13,3,1,1,0.89675,0.3261,26.69111,25.85153667,7/30/24 9:37
311,13,30,7,am,NPK+Disturbance,4,13,13,3,1,1,1.679316667,0.343586667,27.2,26.31905,43:30.3
312,14,30,7,am,NPK,4,13,13,3,1,1,1.97824,0.37681,26.74666667,26.40113667,7/30/24 9:49
313,15,30,7,am,Control,4,13,13,3,1,1,2.10055,0.355683333,26.83333333,26.98784667,56:05.3
314,16,30,7,am,Control,4,13,13,4,1,1,4.29222,0.321336667,27.02666667,27.21199,02:09.7
315,17,30,7,am,NPK,4,13,13,4,1,1,4.19491,0.358776667,27.55666667,26.90716333,7/30/24 10:09
316,18,30,7,am,NPK+Disturbance,4,13,13,4,1,1,2.463583333,0.3532,27.90666667,27.90717333,15:03.7
317,19,30,7,am,NPK,4,13,13,4,1,1,3.161696667,0.32572,28.45666667,28.40629,21:54.7
318,20,30,7,am,Disturbance,4,13,13,4,1,1,3.493263333,0.35604,29.43666667,29.44462667,27:30.3
319,21,30,7,am,NPK+Disturbance,4,13,13,5,1,1,7.20802,0.36365,30.27333333,30.3248,33:41.3
320,22,30,7,am,Control,4,13,13,5,1,1,5.242413333,0.35236,30.63777667,30.40246333,7/30/24 10:48
321,23,30,7,am,Disturbance,4,13,13,5,1,1,3.691776667,0.374,31.30833333,30.76249,53:24.3
322,24,30,7,am,NPK,4,13,13,5,1,1,2.81759,0.26873,30.31833333,29.56307333,07:17.3
323,25,30,7,am,NPK,4,13,13,5,1,1,3.39221,0.31449,30.1,31.26398,7/30/24 11:13
324,1,30,7,pm,Disturbance,4,14,14,1,1,1,3.181856667,0.29049,39.76666667,36.49028,7/30/24 12:38
325,2,30,7,pm,NPK,4,14,14,1,1,1,2.559703333,0.3067,39.1,37.35923,7/30/24 12:43
326,3,30,7,pm,NPK,4,14,14,1,1,1,4.1764,0.308473333,39.19722333,37.34013333,48:38.7
327,4,30,7,pm,Control,4,14,14,1,1,1,2.096416667,0.3243,38.07778,34.67525,53:55.7
328,5,30,7,pm,NPK+Disturbance,4,14,14,1,1,1,2.849,0.336,37.4,36.01954333,7/30/24 13:16
329,6,30,7,pm,NPK+Disturbance,4,14,14,2,1,1,3.091196667,0.251936667,37.93162333,36.52583667,7/30/24 13:21
330,7,30,7,pm,Control,4,14,14,2,1,1,3.524963333,0.320063333,37.52222333,37.20686333,7/30/24 13:26
331,8,30,7,pm,Disturbance,4,14,14,2,1,1,3.205076667,0.299846667,38.08,36.79461333,7/30/24 13:31
332,9,30,7,pm,NPK,4,14,14,2,1,1,3.646856667,0.11364,37.76722333,35.8371,36:50.7
333,10,30,7,pm,NPK,4,14,14,2,1,1,2.684343333,0.221543333,38.83777667,36.50414333,7/30/24 13:47
334,11,30,7,pm,NPK,4,14,14,3,1,1,5.18487,0.2465,38.99444333,34.91645667,52:18.7
335,12,30,7,pm,Disturbance,4,14,14,3,1,1,3.3758,0.275086667,39.46666667,35.67478333,7/30/24 13:57
336,13,30,7,pm,NPK+Disturbance,4,14,14,3,1,1,3.62625,0.264966667,38.7,35.94486333,7/30/24 14:03
337,14,30,7,pm,NPK,4,14,14,3,1,1,2.51474,0.213883333,38.25277667,35.71739,08:20.3
338,15,30,7,pm,Control,4,14,14,3,1,1,3.808686667,0.3227,38.36666667,37.50361,7/30/24 14:13
339,16,30,7,pm,Control,4,14,14,4,1,1,6.169853333,0.30474,37.73333333,36.89657333,7/30/24 14:18
340,17,30,7,pm,NPK,4,14,14,4,1,1,4.968296667,0.31154,36.34833333,37.34778,23:36.7
341,18,30,7,pm,NPK+Disturbance,4,14,14,4,1,1,4.025323333,0.357253333,36.82166667,36.76888,7/30/24 14:28
342,19,30,7,pm,NPK,4,14,14,4,1,1,3.382873333,0.31777,37.51777667,38.66108667,33:32.3
343,20,30,7,pm,Disturbance,4,14,14,4,1,1,5.31233,0.332033333,38.17777667,36.95090667,38:29.7
344,21,30,7,pm,NPK+Disturbance,4,14,14,5,1,1,7.788083333,0.3297,38.2,36.03590667,43:26.3
345,22,30,7,pm,Control,4,14,14,5,1,1,6.175993333,0.33845,37.60666667,36.76784333,7/30/24 14:48
346,23,30,7,pm,Disturbance,4,14,14,5,1,1,7.18615,0.36081,38.98444333,36.78726667,7/30/24 14:59
347,24,30,7,pm,NPK,4,14,14,5,1,1,5.27079,0.250083333,37.56333333,36.50503667,7/30/24 15:09
348,25,30,7,pm,NPK,4,14,14,5,1,1,4.85211,0.320356667,36.5,37.84477333,14:21.7
349,25,31,7,am,NPK,4,15,15,5,2,2,2.800756667,0.269956667,23.31222333,22.87468333,7/31/24 8:37
350,24,31,7,am,NPK,4,15,15,5,2,2,2.564536667,0.346823333,23.76,22.84095667,42:47.3
351,23,31,7,am,Disturbance,4,15,15,5,2,2,2.176466667,0.32646,24.14333333,23.19203,53:33.7
352,22,31,7,am,Control,4,15,15,5,2,2,4.777436667,0.224123333,24.42,23.75092667,7/31/24 8:58
353,21,31,7,am,NPK+Disturbance,4,15,15,5,2,2,2.43615,0.317943333,24.9,23.78780333,7/31/24 9:09
354,20,31,7,am,Disturbance,4,15,15,4,2,2,1.989373333,0.34469,25.1,24.51935667,14:09.7
355,19,31,7,am,NPK,4,15,15,4,2,2,2.78728,0.31465,25.07666667,24.60183,19:24.3
356,18,31,7,am,NPK+Disturbance,4,15,15,4,2,2,2.24709,0.333203333,25.24333333,25.50486333,24:24.3
357,17,31,7,am,NPK,4,15,15,4,2,2,4.156603333,0.261243333,25.58333333,25.67019,7/31/24 9:29
358,16,31,7,am,Control,4,15,15,4,2,2,2.969683333,0.29961,25.655,26.11439667,7/31/24 9:34
359,15,31,7,am,Control,4,15,15,3,2,2,2.124216667,0.31731,25.9,26.04682,39:42.7
360,14,31,7,am,NPK,4,15,15,3,2,2,2.231756667,0.297676667,26.24,26.81220667,7/31/24 9:44
361,13,31,7,am,NPK+Disturbance,4,15,15,3,2,2,1.882116667,0.300446667,26.99611,27.69214667,49:52.3
362,12,31,7,am,Disturbance,4,15,15,3,2,2,1.420063333,0.33212,28.15555667,29.23371333,7/31/24 9:55
363,11,31,7,am,NPK,4,15,15,3,2,2,4.579876667,0.255083333,28.66166667,29.12585,7/31/24 10:00
364,10,31,7,am,NPK,4,15,15,2,2,2,2.375346667,0.24361,28.44333333,27.62151333,7/31/24 10:05
365,9,31,7,am,NPK,4,15,15,2,2,2,3.412296667,0.265556667,28.97333333,28.81821667,7/31/24 10:16
366,8,31,7,am,Disturbance,4,15,15,2,2,2,1.777856667,0.268916667,29.51166667,30.97079667,7/31/24 10:21
367,7,31,7,am,Control,4,15,15,2,2,2,3.159403333,0.323843333,30.1,30.97665667,7/31/24 10:26
368,6,31,7,am,NPK+Disturbance,4,15,15,2,2,2,2.02936,0.289476667,31.09777667,31.53911333,31:59.3
369,5,31,7,am,NPK+Disturbance,4,15,15,1,2,2,1.801563333,0.288566667,31.87055667,31.86465667,7/31/24 10:37
370,4,31,7,am,Control,4,15,15,1,2,2,1.856063333,0.300606667,31.2,30.80285333,7/31/24 10:47
371,3,31,7,am,NPK,4,15,15,1,2,2,2.949646667,0.25095,31.255,30.77617333,52:46.3
372,2,31,7,am,NPK,4,15,15,1,2,2,2.17731,0.25916,30.90222333,32.96949667,57:50.3
373,1,31,7,am,Disturbance,4,15,15,1,2,2,1.926686667,0.303433333,32.09666667,33.18450333,02:45.3
374,13,1,8,am,NPK+Disturbance,4,16,16,3,3,3,2.619785,0.241385,24.323335,24.74169,22:52.5
375,14,1,8,am,NPK,4,16,16,3,3,3,2.457343333,0.241866667,24.98222333,24.98113333,8/1/24 8:27
376,15,1,8,am,Control,4,16,16,3,3,3,2.03325,0.249816667,25.55333333,25.25523,32:39.3
377,12,1,8,am,Disturbance,4,16,16,3,3,3,1.503543333,0.25463,26.41111,26.50110667,8/1/24 8:37
378,11,1,8,am,NPK,4,16,16,3,3,3,3.998256667,0.180406667,27.17166667,26.60972,43:04.3
379,16,1,8,am,Control,4,16,16,4,3,3,2.82942,0.13299,27.2,26.34087333,48:17.7
380,17,1,8,am,NPK,4,16,16,4,3,3,3.92933,0.204053333,26.98666667,26.46279,53:28.7
381,10,1,8,am,NPK,4,16,16,2,3,3,2.390883333,0.173326667,27.065,26.37173333,58:45.3
382,9,1,8,am,NPK,4,16,16,2,3,3,2.952893333,0.202483333,27.4,27.91424,8/1/24 9:09
383,18,1,8,am,NPK+Disturbance,4,16,16,4,3,3,4.101293333,0.249563333,27.8,27.95234333,8/1/24 9:14
384,19,1,8,am,NPK,4,16,16,4,3,3,3.210523333,0.2335,27.8,27.95429333,8/1/24 9:19
385,8,1,8,am,Disturbance,4,16,16,2,3,3,1.66439,0.160243333,28.52166667,29.87301,24:36.3
386,20,1,8,am,Disturbance,4,16,16,4,3,3,2.837046667,0.268076667,29.5,29.24345667,29:41.3
387,7,1,8,am,Control,4,16,16,2,3,3,3.517153333,0.22524,29.485,28.64415,8/1/24 9:34
388,21,1,8,am,NPK+Disturbance,4,16,16,5,3,3,3.42122,0.26129,29.435,29.40577,8/1/24 9:39
389,22,1,8,am,Control,4,16,16,5,3,3,5.308743333,0.308333333,29.7,31.21842,49:55.7
390,23,1,8,am,Disturbance,4,16,16,5,3,3,2.920163333,0.2335,30.05,31.00335667,54:51.7
391,24,1,8,am,NPK,4,16,16,5,3,3,4.14431,0.222593333,29.195,29.16172667,8/1/24 10:04
392,25,1,8,am,NPK,4,16,16,5,3,3,3.26189,0.206783333,29.31833333,30.25031667,8/1/24 10:09
393,1,1,8,am,Disturbance,4,16,16,1,3,3,1.858356667,0.266766667,32.76,33.59402333,23:13.3
394,2,1,8,am,NPK,4,16,16,1,3,3,2.368546667,0.21151,32.92055667,34.6339,8/1/24 10:28
395,3,1,8,am,NPK,4,16,16,1,3,3,3.18636,0.169836667,32.3,32.76272,33:08.7
396,4,1,8,am,Control,4,16,16,1,3,3,2.180846667,0.251093333,32.10833333,32.34612,38:34.3
397,5,1,8,am,NPK+Disturbance,4,16,16,1,3,3,2.266523333,0.126,32.99611,34.71583333,48:40.7
398,6,1,8,am,NPK+Disturbance,4,16,16,2,3,3,2.945813333,0.203966667,34.75111,35.10819667,8/1/24 10:53
399,7,2,8,am,Control,4,17,17,2,4,4,3.630873333,0.094533333,24.31777667,24.67408,10:55.7
400,6,2,8,am,NPK+Disturbance,4,17,17,2,4,4,2.15594,0.143943333,25.36222,25.54846,16:25.7
401,20,2,8,am,Disturbance,4,17,17,4,4,4,2.76791,0.178756667,25.9,25.37751333,21:42.7
402,19,2,8,am,NPK,4,17,17,4,4,4,3.196523333,0.14666,26.075,25.55658,26:54.7
403,8,2,8,am,Disturbance,4,17,17,2,4,4,1.762013333,0.147443333,26.50555667,26.84408667,32:45.3
404,9,2,8,am,NPK,4,17,17,2,4,4,3.100216667,0.126233333,26.9,26.94956,37:59.7
405,18,2,8,am,NPK+Disturbance,4,17,17,4,4,4,4.288726667,0.139,26.9,26.80284,8/2/24 8:43
406,17,2,8,am,NPK,4,17,17,4,4,4,4.22841,0.082476667,27.2,27.01022333,8/2/24 8:48
407,10,2,8,am,NPK,4,17,17,2,4,4,2.92015,0.082406667,27.8,27.34116,59:17.7
408,11,2,8,am,NPK,4,17,17,3,4,4,3.673043333,0.164033333,27.99333333,28.36240333,04:29.7
409,16,2,8,am,Control,4,17,17,4,4,4,2.631476667,0.081753333,28.09,28.15100333,8/2/24 9:09
410,15,2,8,am,Control,4,17,17,3,4,4,2.023436667,0.132416667,28.3,27.93692,8/2/24 9:14
411,12,2,8,am,Disturbance,4,17,17,3,4,4,1.739173333,0.182243333,28.98666667,29.83487,19:46.7
412,13,2,8,am,NPK+Disturbance,4,17,17,3,4,4,2.94076,0.141,30.1,30.12127,25:05.3
413,14,2,8,am,NPK,4,17,17,3,4,4,2.684206667,0.128933333,30.50166667,29.09493333,30:08.7
414,1,2,8,am,Disturbance,4,17,17,1,4,4,1.849266667,0.122333333,31.06666667,31.29044667,8/2/24 9:35
415,2,2,8,am,NPK,4,17,17,1,4,4,1.86093,0.24231,31.42666667,31.56160667,8/2/24 9:40
416,3,2,8,am,NPK,4,17,17,1,4,4,3.345326667,0.08018,30.95777667,30.01844333,8/2/24 9:45
417,4,2,8,am,Control,4,17,17,1,4,4,2.174683333,0.222766667,30.70666667,29.95897667,8/2/24 9:50
418,5,2,8,am,NPK+Disturbance,4,17,17,1,4,4,2.074093333,0.15155,30.93,32.59384,8/2/24 10:00
419,25,2,8,am,NPK,4,17,17,5,4,4,3.553533333,0.097706667,31.6,31.78435,12:00.3
420,24,2,8,am,NPK,4,17,17,5,4,4,3.00163,0.157683333,31.15389,30.537,8/2/24 10:16
421,23,2,8,am,Disturbance,4,17,17,5,4,4,2.617,0.22665,31.67833333,32.99586667,27:58.3
422,22,2,8,am,Control,4,17,17,5,4,4,5.182516667,0.275883333,32.3,34.30004,33:53.7
423,21,2,8,am,NPK+Disturbance,4,17,17,5,4,4,4.473813333,0.121476667,32.75222333,34.33905333,44:26.3
