label,treatment,flux,swc,ts,date_time,bulk_density,root_density,total_c_percent,total_n_percent,cn_ratio,c_stock_kgC_m2,flux_mgco2_kgc,porosity,wfps,micro,macro
11,NPK,1.21,0,36.82,2023-06-09T11:33:40Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.04902341882229885,76.7757038867924,0,3.559817,70.873689
11,NPK,4.50466666666667,0.16,30.496666666666705,2023-06-12T12:14:40Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.18250757078913143,76.7757038867924,0.208399261615268,3.559817,70.873689
11,NPK,2.49133333333333,0.24,NA,2023-06-16T10:41:20Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.10093692349252373,76.7757038867924,0.312598892422902,3.559817,70.873689
11,NPK,2.879,0.126666666666667,30.996666666666705,2023-06-23T12:38:20Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.11664332461933752,76.7757038867924,0.164982748778754,3.559817,70.873689
11,NPK,3.73033333333333,0.133333333333333,23.9,2023-07-06T07:53:00Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.15113528375767107,76.7757038867924,0.173666051346057,3.559817,70.873689
11,NPK,3.37433333333333,0,33.6566666666667,2023-08-05T11:06:40Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.13671186466615173,76.7757038867924,0,3.559817,70.873689
11,NPK,3.47266666666667,0.263333333333333,31.546666666666695,2023-08-15T10:31:20Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.1406958615125923,76.7757038867924,0.342990451408462,3.559817,70.873689
11,NPK,1.78033333333333,0.0166666666666667,32.3,2023-09-11T11:13:00Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.07213060053165227,76.7757038867924,0.0217082564182571,3.559817,70.873689
11,NPK,2.175,0.0266666666666667,29.5,2023-09-18T11:31:20Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.08812060821363636,76.7757038867924,0.0347332102692113,3.559817,70.873689
11,NPK,1.06733333333333,0,23.9,2023-09-25T10:09:20Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.043243247126446394,76.7757038867924,0,3.559817,70.873689
